aspect_id,judge,score
2d99e95cd9,J9,1
42e9c1889f,J1,3
42e9c1889f,J2,3
42e9c1889f,J3,2
42e9c1889f,J4,3
42e9c1889f,J5,2
42e9c1889f,J6,3
42e9c1889f,J7,2
42e9c1889f,J8,3
42e9c1889f,J9,3
3bed620b87,J1,3
3bed620b87,J2,4
3bed620b87,J3,4
3bed620b87,J4,5
3bed620b87,J5,4
3bed620b87,J6,4
3bed620b87,J7,4
3bed620b87,J8,4
3bed620b87,J9,4
623c545273,J1,3
623c545273,J2,3
623c545273,J3,4
623c545273,J4,4
623c545273,J5,4
623c545273,J6,3
623c545273,J7,4
623c545273,J8,3
623c545273,J9,3
d236b18178,J1,8.5
d236b18178,J2,8.5
d236b18178,J3,8.5
d236b18178,J4,8.5
d236b18178,J5,8.25
d236b18178,J6,8.25
d236b18178,J7,8.75
d236b18178,J8,8.5
d236b18178,J9,8.75
c5d68ff114,J1,8.25
c5d68ff114,J2,8.5
c5d68ff114,J3,8.25
c5d68ff114,J4,8.75
c5d68ff114,J5,8.0
c5d68ff114,J6,8.0
c5d68ff114,J7,8.5
c5d68ff114,J8,8.5
c5d68ff114,J9,8.75
02f1b530cc,J1,8.75
02f1b530cc,J2,8.5
02f1b530cc,J3,8.5
02f1b530cc,J4,8.5
02f1b530cc,J5,8.0
02f1b530cc,J6,8.25
02f1b530cc,J7,8.75
02f1b530cc,J8,8.5
02f1b530cc,J9,8.75
9e4c08e5ea,J1,4
9e4c08e5ea,J2,4
9e4c08e5ea,J3,4
9e4c08e5ea,J4,5
9e4c08e5ea,J5,4
9e4c08e5ea,J6,4
9e4c08e5ea,J7,4
9e4c08e5ea,J8,4
9e4c08e5ea,J9,4
241db242c6,J1,1
241db242c6,J2,1
241db242c6,J3,0
241db242c6,J4,1
241db242c6,J5,0
241db242c6,J6,2
241db242c6,J7,2
241db242c6,J8,1
241db242c6,J9,2
eb73dd3cdc,J1,3
eb73dd3cdc,J2,4
eb73dd3cdc,J3,4
eb73dd3cdc,J4,4
eb73dd3cdc,J5,3
eb73dd3cdc,J6,4
eb73dd3cdc,J7,4
eb73dd3cdc,J8,3
eb73dd3cdc,J9,4
878c769c7d,J1,2
878c769c7d,J2,2
878c769c7d,J3,2
878c769c7d,J4,3
878c769c7d,J5,2
878c769c7d,J6,2
878c769c7d,J7,2
878c769c7d,J8,1
878c769c7d,J9,1
ad991b5e1f,J1,0
ad991b5e1f,J2,0
ad991b5e1f,J3,-1
ad991b5e1f,J4,0
ad991b5e1f,J5,-1
ad991b5e1f,J6,0
ad991b5e1f,J7,2
ad991b5e1f,J8,0
ad991b5e1f,J9,0
ef8ab3c7ad,J1,2
ef8ab3c7ad,J2,4
ef8ab3c7ad,J3,3
ef8ab3c7ad,J4,3
ef8ab3c7ad,J5,3
ef8ab3c7ad,J6,3
ef8ab3c7ad,J7,3
ef8ab3c7ad,J8,3
ef8ab3c7ad,J9,1
d25da65577,J1,3
d25da65577,J2,2
d25da65577,J3,3
d25da65577,J4,3
d25da65577,J5,4
d25da65577,J6,2
d25da65577,J7,2
d25da65577,J8,2
d25da65577,J9,2
1b14a06ebc,J1,2
1b14a06ebc,J2,3
1b14a06ebc,J3,3
1b14a06ebc,J4,3
1b14a06ebc,J5,4
1b14a06ebc,J6,4
1b14a06ebc,J7,2
1b14a06ebc,J8,2
1b14a06ebc,J9,3
4e0175f200,J1,3
4e0175f200,J2,2
4e0175f200,J3,3
4e0175f200,J4,4
4e0175f200,J5,4
4e0175f200,J6,3
4e0175f200,J7,2
4e0175f200,J8,2
4e0175f200,J9,2
8adae02b60,J1,8.0
8adae02b60,J2,9.0
8adae02b60,J3,9.0
8adae02b60,J4,8.75
8adae02b60,J5,9.25
8adae02b60,J6,9.0
8adae02b60,J7,8.5
8adae02b60,J8,9.0
8adae02b60,J9,9.5
8e12a53fbc,J1,8.5
8e12a53fbc,J2,8.75
8e12a53fbc,J3,8.75
8e12a53fbc,J4,9.0
8e12a53fbc,J5,9.25
8e12a53fbc,J6,8.75
8e12a53fbc,J7,8.25
8e12a53fbc,J8,8.75
8e12a53fbc,J9,9.25
33bb9a5410,J1,8.5
33bb9a5410,J2,8.75
33bb9a5410,J3,9.0
33bb9a5410,J4,8.75
33bb9a5410,J5,9.0
33bb9a5410,J6,9.0
33bb9a5410,J7,8.5
33bb9a5410,J8,9.0
33bb9a5410,J9,9.0
1a39d0dc89,J1,2
1a39d0dc89,J2,2
1a39d0dc89,J3,4
1a39d0dc89,J4,3
1a39d0dc89,J5,3
1a39d0dc89,J6,3
1a39d0dc89,J7,3
1a39d0dc89,J8,4
1a39d0dc89,J9,2
5aa79d030f,J1,3
5aa79d030f,J2,3
5aa79d030f,J3,3
5aa79d030f,J4,3
5aa79d030f,J5,2
5aa79d030f,J6,2
5aa79d030f,J7,2
5aa79d030f,J8,3
5aa79d030f,J9,2
4ba582d065,J1,2
4ba582d065,J2,2
4ba582d065,J3,1
4ba582d065,J4,2
4ba582d065,J5,1
4ba582d065,J6,3
4ba582d065,J7,3
4ba582d065,J8,2
4ba582d065,J9,2
79af60d416,J1,2
79af60d416,J2,1
79af60d416,J3,3
79af60d416,J4,2
79af60d416,J5,2
79af60d416,J6,2
79af60d416,J7,2
79af60d416,J8,2
79af60d416,J9,2
853e8a15e8,J1,0
853e8a15e8,J2,0
853e8a15e8,J3,-1
853e8a15e8,J4,0
853e8a15e8,J5,0
853e8a15e8,J6,1
853e8a15e8,J7,0
853e8a15e8,J8,0
853e8a15e8,J9,0
e4b26e3d74,J1,1
e4b26e3d74,J2,1
e4b26e3d74,J3,2
e4b26e3d74,J4,2
e4b26e3d74,J5,2
e4b26e3d74,J6,2
e4b26e3d74,J7,2
e4b26e3d74,J8,2
e4b26e3d74,J9,1
07e9b124b6,J1,1
07e9b124b6,J2,1
07e9b124b6,J3,1
07e9b124b6,J4,2
07e9b124b6,J5,1
07e9b124b6,J6,1
07e9b124b6,J7,2
07e9b124b6,J8,1
07e9b124b6,J9,0
c32dce1d1d,J1,3
c32dce1d1d,J2,3
c32dce1d1d,J3,3
c32dce1d1d,J4,4
c32dce1d1d,J5,4
c32dce1d1d,J6,3
c32dce1d1d,J7,3
c32dce1d1d,J8,3
c32dce1d1d,J9,3
815d26fbb0,J1,2
815d26fbb0,J2,1
815d26fbb0,J3,3
815d26fbb0,J4,2
815d26fbb0,J5,2
815d26fbb0,J6,2
815d26fbb0,J7,2
815d26fbb0,J8,2
815d26fbb0,J9,1
dd38491cce,J1,8.0
dd38491cce,J2,8.25
dd38491cce,J3,8.0
dd38491cce,J4,8.25
dd38491cce,J5,8.5
dd38491cce,J6,8.5
dd38491cce,J7,8.0
dd38491cce,J8,8.5
dd38491cce,J9,8.0
e4ef01c313,J1,7.25
e4ef01c313,J2,8.0
e4ef01c313,J3,8.25
e4ef01c313,J4,8.5
e4ef01c313,J5,8.5
e4ef01c313,J6,8.25
e4ef01c313,J7,7.75
e4ef01c313,J8,8.25
e4ef01c313,J9,7.75
1296ff7f1f,J1,8.25
1296ff7f1f,J2,8.25
1296ff7f1f,J3,8.25
1296ff7f1f,J4,8.25
1296ff7f1f,J5,8.25
1296ff7f1f,J6,8.5
1296ff7f1f,J7,8.25
1296ff7f1f,J8,8.5
1296ff7f1f,J9,8.25
ab3ab8046f,J1,-2
ab3ab8046f,J2,-2
ab3ab8046f,J3,-3
ab3ab8046f,J4,-1
ab3ab8046f,J5,-1
ab3ab8046f,J6,-1
ab3ab8046f,J7,1
ab3ab8046f,J8,-2
ab3ab8046f,J9,-1
3b04be3e6f,J1,2
3b04be3e6f,J2,3
3b04be3e6f,J3,3
3b04be3e6f,J4,3
3b04be3e6f,J5,3
3b04be3e6f,J6,3
3b04be3e6f,J7,3
3b04be3e6f,J8,2
3b04be3e6f,J9,3
b557583908,J1,2
b557583908,J2,2
b557583908,J3,3
b557583908,J4,2
b557583908,J5,2
b557583908,J6,2
b557583908,J7,3
b557583908,J8,2
b557583908,J9,2
639a63a4ee,J1,2
639a63a4ee,J2,2
639a63a4ee,J3,3
639a63a4ee,J4,3
639a63a4ee,J5,2
639a63a4ee,J6,3
639a63a4ee,J7,2
639a63a4ee,J8,2
639a63a4ee,J9,2
239f8de93c,J1,2
239f8de93c,J2,1
239f8de93c,J3,2
239f8de93c,J4,2
239f8de93c,J5,2
239f8de93c,J6,1
239f8de93c,J7,2
239f8de93c,J8,2
239f8de93c,J9,0
5ac4552030,J1,2
5ac4552030,J2,2
5ac4552030,J3,2
5ac4552030,J4,4
5ac4552030,J5,2
5ac4552030,J6,2
5ac4552030,J7,2
5ac4552030,J8,2
5ac4552030,J9,1
ff96ebb761,J1,2
ff96ebb761,J2,2
ff96ebb761,J3,3
ff96ebb761,J4,3
ff96ebb761,J5,3
ff96ebb761,J6,3
ff96ebb761,J7,3
ff96ebb761,J8,2
ff96ebb761,J9,2
2976c3c806,J1,3
2976c3c806,J2,3
2976c3c806,J3,3
2976c3c806,J4,3
2976c3c806,J5,3
2976c3c806,J6,3
2976c3c806,J7,3
2976c3c806,J8,3
2976c3c806,J9,2
88d4fc2133,J1,7.0
88d4fc2133,J2,7.75
88d4fc2133,J3,8.25
88d4fc2133,J4,7.75
88d4fc2133,J5,8.25
88d4fc2133,J6,7.5
88d4fc2133,J7,8.75
88d4fc2133,J8,8.0
88d4fc2133,J9,8.0
7c3ae664bc,J1,7.25
7c3ae664bc,J2,8.0
7c3ae664bc,J3,8.0
7c3ae664bc,J4,8.0
7c3ae664bc,J5,8.0
7c3ae664bc,J6,7.75
7c3ae664bc,J7,8.5
7c3ae664bc,J8,8.0
7c3ae664bc,J9,8.0
7b358727aa,J1,7.75
7b358727aa,J2,8.0
7b358727aa,J3,8.25
7b358727aa,J4,8.0
7b358727aa,J5,7.75
7b358727aa,J6,8.0
7b358727aa,J7,8.5
7b358727aa,J8,8.25
7b358727aa,J9,8.5
2c7d580490,J1,2
2c7d580490,J2,2
2c7d580490,J3,3
2c7d580490,J4,2
2c7d580490,J5,2
2c7d580490,J6,3
2c7d580490,J7,3
2c7d580490,J8,2
2c7d580490,J9,3
3a4d91599d,J1,2
3a4d91599d,J2,2
3a4d91599d,J3,3
3a4d91599d,J4,2
3a4d91599d,J5,3
3a4d91599d,J6,2
3a4d91599d,J7,2
3a4d91599d,J8,2
3a4d91599d,J9,3
5aa724ec32,J1,2
5aa724ec32,J2,3
5aa724ec32,J3,2
5aa724ec32,J4,2
5aa724ec32,J5,3
5aa724ec32,J6,2
5aa724ec32,J7,3
5aa724ec32,J8,3
5aa724ec32,J9,3
6b542e1474,J1,1
6b542e1474,J2,1
6b542e1474,J3,0
6b542e1474,J4,2
6b542e1474,J5,1
6b542e1474,J6,0
6b542e1474,J7,-1
6b542e1474,J8,2
6b542e1474,J9,-1
ba20733511,J1,3
ba20733511,J2,2
ba20733511,J3,3
ba20733511,J4,3
ba20733511,J5,4
ba20733511,J6,2
ba20733511,J7,2
ba20733511,J8,2
ba20733511,J9,3
4cb57d7b83,J1,3
4cb57d7b83,J2,3
4cb57d7b83,J3,4
4cb57d7b83,J4,4
4cb57d7b83,J5,4
4cb57d7b83,J6,3
4cb57d7b83,J7,4
4cb57d7b83,J8,3
4cb57d7b83,J9,3
5cf4242010,J1,2
5cf4242010,J2,1
5cf4242010,J3,4
5cf4242010,J4,3
5cf4242010,J5,4
5cf4242010,J6,2
5cf4242010,J7,4
5cf4242010,J8,3
5cf4242010,J9,3
a5498753f8,J1,7.75
a5498753f8,J2,8.0
a5498753f8,J3,8.25
a5498753f8,J4,7.5
a5498753f8,J5,8.25
a5498753f8,J6,7.5
a5498753f8,J7,8.25
a5498753f8,J8,7.75
a5498753f8,J9,8.75
d4b995d8bc,J1,8.25
d4b995d8bc,J2,8.25
d4b995d8bc,J3,8.25
d4b995d8bc,J4,7.75
d4b995d8bc,J5,8.0
d4b995d8bc,J6,7.75
d4b995d8bc,J7,8.0
d4b995d8bc,J8,7.5
d4b995d8bc,J9,8.25
19fb985944,J1,8.0
19fb985944,J2,8.0
19fb985944,J3,8.75
19fb985944,J4,7.75
19fb985944,J5,8.25
19fb985944,J6,8.0
19fb985944,J7,8.0
19fb985944,J8,8.0
19fb985944,J9,8.25
c1fef95154,J1,3
c1fef95154,J2,4
c1fef95154,J3,3
c1fef95154,J4,2
c1fef95154,J5,3
c1fef95154,J6,3
c1fef95154,J7,2
c1fef95154,J8,3
c1fef95154,J9,1
8d41892831,J1,3
8d41892831,J2,3
8d41892831,J3,2
8d41892831,J4,3
8d41892831,J5,3
8d41892831,J6,2
8d41892831,J7,2
8d41892831,J8,3
8d41892831,J9,1
0d88e8a0da,J1,1
0d88e8a0da,J2,2
0d88e8a0da,J3,2
0d88e8a0da,J4,1
0d88e8a0da,J5,2
0d88e8a0da,J6,2
0d88e8a0da,J7,3
0d88e8a0da,J8,2
0d88e8a0da,J9,1
d46579cd3e,J1,0
d46579cd3e,J2,1
d46579cd3e,J3,-1
d46579cd3e,J4,0
d46579cd3e,J5,1
d46579cd3e,J6,-2
d46579cd3e,J7,-1
d46579cd3e,J8,1
d46579cd3e,J9,0
3c1437a156,J1,2
3c1437a156,J2,3
3c1437a156,J3,3
3c1437a156,J4,3
3c1437a156,J5,4
3c1437a156,J6,3
3c1437a156,J7,3
3c1437a156,J8,3
3c1437a156,J9,3
7a30235de6,J1,2
7a30235de6,J2,2
7a30235de6,J3,3
7a30235de6,J4,3
7a30235de6,J5,4
7a30235de6,J6,3
7a30235de6,J7,4
7a30235de6,J8,4
7a30235de6,J9,3
00bca49f5e,J1,8.5
00bca49f5e,J2,8.0
00bca49f5e,J3,7.5
00bca49f5e,J4,7.25
00bca49f5e,J5,8.5
00bca49f5e,J6,8.0
00bca49f5e,J7,7.25
00bca49f5e,J8,8.25
00bca49f5e,J9,6.75
8d8d897ec0,J1,8.25
8d8d897ec0,J2,7.75
8d8d897ec0,J3,7.75
8d8d897ec0,J4,7.5
8d8d897ec0,J5,8.5
8d8d897ec0,J6,7.75
8d8d897ec0,J7,7.0
8d8d897ec0,J8,8.5
8d8d897ec0,J9,7.0
3a01f77eb0,J1,7.75
3a01f77eb0,J2,8.0
3a01f77eb0,J3,7.5
3a01f77eb0,J4,7.25
3a01f77eb0,J5,8.0
3a01f77eb0,J6,8.0
3a01f77eb0,J7,7.5
3a01f77eb0,J8,8.5
3a01f77eb0,J9,6.75
d1d1d83072,J1,0
d1d1d83072,J2,1
d1d1d83072,J3,-1
d1d1d83072,J4,-1
d1d1d83072,J5,-1
d1d1d83072,J6,-2
d1d1d83072,J7,-1
d1d1d83072,J8,-1
d1d1d83072,J9,0
e9677e0e19,J1,1
e9677e0e19,J2,2
e9677e0e19,J3,1
e9677e0e19,J4,2
e9677e0e19,J5,1
e9677e0e19,J6,2
e9677e0e19,J7,0
e9677e0e19,J8,1
e9677e0e19,J9,-1
99f69976d1,J1,3
99f69976d1,J2,2
99f69976d1,J3,3
99f69976d1,J4,3
99f69976d1,J5,3
99f69976d1,J6,0
99f69976d1,J7,3
99f69976d1,J8,2
99f69976d1,J9,2
182e0b9ea6,J1,3
182e0b9ea6,J2,3
182e0b9ea6,J3,3
182e0b9ea6,J4,3
182e0b9ea6,J5,4
182e0b9ea6,J6,3
182e0b9ea6,J7,3
182e0b9ea6,J8,2
182e0b9ea6,J9,3
0c540fadc8,J1,1
0c540fadc8,J2,2
0c540fadc8,J3,2
0c540fadc8,J4,2
0c540fadc8,J5,2
0c540fadc8,J6,3
0c540fadc8,J7,2
0c540fadc8,J8,2
0c540fadc8,J9,2
5d077314aa,J1,2
5d077314aa,J2,1
5d077314aa,J3,2
5d077314aa,J4,2
5d077314aa,J5,0
5d077314aa,J6,-2
5d077314aa,J7,0
5d077314aa,J8,2
5d077314aa,J9,1
2cb7173b80,J1,8.5
2cb7173b80,J2,8.25
2cb7173b80,J3,7.5
2cb7173b80,J4,7.5
2cb7173b80,J5,8.5
2cb7173b80,J6,8.0
2cb7173b80,J7,7.5
2cb7173b80,J8,7.75
2cb7173b80,J9,7.0
0003c73c96,J1,8.75
0003c73c96,J2,8.5
0003c73c96,J3,7.75
0003c73c96,J4,7.5
0003c73c96,J5,8.75
0003c73c96,J6,8.0
0003c73c96,J7,7.5
0003c73c96,J8,7.5
0003c73c96,J9,7.5
256edfb82c,J1,8.5
256edfb82c,J2,8.25
256edfb82c,J3,7.5
256edfb82c,J4,7.25
256edfb82c,J5,8.5
256edfb82c,J6,7.75
256edfb82c,J7,7.75
256edfb82c,J8,7.5
256edfb82c,J9,7.0
c6ef2041c8,J1,-3
c6ef2041c8,J2,-4
c6ef2041c8,J3,-2
c6ef2041c8,J4,-3
c6ef2041c8,J5,-3
c6ef2041c8,J6,-3
c6ef2041c8,J7,-3
c6ef2041c8,J8,-4
c6ef2041c8,J9,-2
b7543a3089,J1,0
b7543a3089,J2,2
b7543a3089,J3,1
b7543a3089,J4,1
b7543a3089,J5,1
b7543a3089,J6,2
b7543a3089,J7,2
b7543a3089,J8,2
b7543a3089,J9,2
0fb0b5f354,J1,1
0fb0b5f354,J2,2
0fb0b5f354,J3,2
0fb0b5f354,J4,3
0fb0b5f354,J5,0
0fb0b5f354,J6,1
0fb0b5f354,J7,2
0fb0b5f354,J8,2
0fb0b5f354,J9,1
a421b6e376,J1,1
a421b6e376,J2,2
a421b6e376,J3,2
a421b6e376,J4,1
a421b6e376,J5,1
a421b6e376,J6,2
a421b6e376,J7,2
a421b6e376,J8,2
a421b6e376,J9,1
28644eeb09,J1,2
28644eeb09,J2,1
28644eeb09,J3,2
28644eeb09,J4,2
28644eeb09,J5,2
28644eeb09,J6,2
28644eeb09,J7,2
28644eeb09,J8,2
28644eeb09,J9,2
e6c13eb07c,J1,7.75
e6c13eb07c,J2,6.75
e6c13eb07c,J3,7.0
e6c13eb07c,J4,6.25
e6c13eb07c,J5,6.25
e6c13eb07c,J6,7.25
e6c13eb07c,J7,6.75
e6c13eb07c,J8,6.75
e6c13eb07c,J9,5.75
b91caa20dd,J1,6.75
b91caa20dd,J2,7.0
b91caa20dd,J3,7.25
b91caa20dd,J4,6.25
b91caa20dd,J5,6.25
b91caa20dd,J6,7.5
b91caa20dd,J7,6.5
b91caa20dd,J8,6.75
b91caa20dd,J9,6.0
3d6f6c4121,J1,7.0
3d6f6c4121,J2,7.25
3d6f6c4121,J3,7.25
3d6f6c4121,J4,6.75
3d6f6c4121,J5,6.5
3d6f6c4121,J6,7.5
3d6f6c4121,J7,7.0
3d6f6c4121,J8,7.25
3d6f6c4121,J9,5.75
2c7865c51e,J1,2
2c7865c51e,J2,0
2c7865c51e,J3,1
2c7865c51e,J4,1
2c7865c51e,J5,1
2c7865c51e,J6,2
2c7865c51e,J7,1
2c7865c51e,J8,1
2c7865c51e,J9,2
61a8624df5,J1,3
61a8624df5,J2,2
61a8624df5,J3,2
61a8624df5,J4,1
61a8624df5,J5,2
61a8624df5,J6,3
61a8624df5,J7,2
61a8624df5,J8,2
61a8624df5,J9,2
6185320f22,J1,2
6185320f22,J2,1
6185320f22,J3,2
6185320f22,J4,2
6185320f22,J5,1
6185320f22,J6,2
6185320f22,J7,2
6185320f22,J8,2
6185320f22,J9,2
1233ec3b59,J1,2
1233ec3b59,J2,2
1233ec3b59,J3,1
1233ec3b59,J4,3
1233ec3b59,J5,2
1233ec3b59,J6,3
1233ec3b59,J7,2
1233ec3b59,J8,2
1233ec3b59,J9,3
d37c9afaf7,J1,1
d37c9afaf7,J2,2
d37c9afaf7,J3,1
d37c9afaf7,J4,1
d37c9afaf7,J5,2
d37c9afaf7,J6,2
d37c9afaf7,J7,1
d37c9afaf7,J8,2
d37c9afaf7,J9,2
ec519924ec,J1,4
ec519924ec,J2,3
ec519924ec,J3,2
ec519924ec,J4,2
ec519924ec,J5,3
ec519924ec,J6,3
ec519924ec,J7,4
ec519924ec,J8,4
ec519924ec,J9,2
09e98f83ca,J1,2
09e98f83ca,J2,2
09e98f83ca,J3,2
09e98f83ca,J4,2
09e98f83ca,J5,3
09e98f83ca,J6,2
09e98f83ca,J7,3
09e98f83ca,J8,3
09e98f83ca,J9,2
cd22bc9668,J1,3
cd22bc9668,J2,1
cd22bc9668,J3,2
cd22bc9668,J4,2
cd22bc9668,J5,3
cd22bc9668,J6,2
cd22bc9668,J7,2
cd22bc9668,J8,3
cd22bc9668,J9,1
ba9737e681,J1,8.5
ba9737e681,J2,7.25
ba9737e681,J3,7.5
ba9737e681,J4,7.0
ba9737e681,J5,7.75
ba9737e681,J6,7.5
ba9737e681,J7,7.5
ba9737e681,J8,7.75
ba9737e681,J9,6.5
b74a1f8048,J1,8.5
b74a1f8048,J2,7.5
b74a1f8048,J3,7.5
b74a1f8048,J4,7.25
b74a1f8048,J5,7.75
b74a1f8048,J6,7.5
b74a1f8048,J7,7.75
b74a1f8048,J8,8.25
b74a1f8048,J9,7.0
ba999789f7,J1,8.0
ba999789f7,J2,7.75
ba999789f7,J3,7.25
ba999789f7,J4,7.0
ba999789f7,J5,8.25
ba999789f7,J6,7.0
ba999789f7,J7,7.75
ba999789f7,J8,8.0
ba999789f7,J9,7.0
1247db822b,J1,-3
1247db822b,J2,-3
1247db822b,J3,-3
1247db822b,J4,-2
1247db822b,J5,-3
1247db822b,J6,-3
1247db822b,J7,-3
1247db822b,J8,-4
1247db822b,J9,-2
90fe6e5dc7,J1,0
90fe6e5dc7,J2,1
90fe6e5dc7,J3,1
90fe6e5dc7,J4,0
90fe6e5dc7,J5,0
90fe6e5dc7,J6,2
90fe6e5dc7,J7,1
90fe6e5dc7,J8,1
90fe6e5dc7,J9,2
5aae709c86,J1,0
5aae709c86,J2,0
5aae709c86,J3,1
5aae709c86,J4,1
5aae709c86,J5,0
5aae709c86,J6,2
5aae709c86,J7,-1
5aae709c86,J8,1
5aae709c86,J9,0
288d6387fd,J1,2
288d6387fd,J2,3
288d6387fd,J3,3
288d6387fd,J4,3
288d6387fd,J5,3
288d6387fd,J6,3
288d6387fd,J7,2
288d6387fd,J8,2
288d6387fd,J9,3
a6a37bdd5c,J1,1
a6a37bdd5c,J2,1
a6a37bdd5c,J3,2
a6a37bdd5c,J4,2
a6a37bdd5c,J5,2
a6a37bdd5c,J6,1
a6a37bdd5c,J7,0
a6a37bdd5c,J8,1
a6a37bdd5c,J9,1
bdc666ea3f,J1,2
bdc666ea3f,J2,3
bdc666ea3f,J3,4
bdc666ea3f,J4,3
bdc666ea3f,J5,5
bdc666ea3f,J6,2
bdc666ea3f,J7,3
bdc666ea3f,J8,3
bdc666ea3f,J9,3
388bd608ad,J1,1
388bd608ad,J2,2
388bd608ad,J3,2
388bd608ad,J4,2
388bd608ad,J5,3
388bd608ad,J6,2
388bd608ad,J7,2
388bd608ad,J8,2
388bd608ad,J9,2
5ef3951c21,J1,6.75
5ef3951c21,J2,7.75
5ef3951c21,J3,8.25
5ef3951c21,J4,7.25
5ef3951c21,J5,7.5
5ef3951c21,J6,7.5
5ef3951c21,J7,7.0
5ef3951c21,J8,7.5
5ef3951c21,J9,7.5
c398dbf0aa,J1,6.75
c398dbf0aa,J2,7.75
c398dbf0aa,J3,7.75
c398dbf0aa,J4,7.5
c398dbf0aa,J5,8.0
c398dbf0aa,J6,7.5
c398dbf0aa,J7,7.25
c398dbf0aa,J8,7.75
c398dbf0aa,J9,7.75
569d076e65,J1,7.0
569d076e65,J2,7.25
569d076e65,J3,7.75
569d076e65,J4,7.25
569d076e65,J5,8.5
569d076e65,J6,7.25
569d076e65,J7,7.25
569d076e65,J8,7.5
569d076e65,J9,7.25
fb18d63e19,J1,3
fb18d63e19,J2,2
fb18d63e19,J3,3
fb18d63e19,J4,2
fb18d63e19,J5,3
fb18d63e19,J6,3
fb18d63e19,J7,2
fb18d63e19,J8,2
fb18d63e19,J9,3
37142bb26d,J1,1
37142bb26d,J2,1
37142bb26d,J3,2
37142bb26d,J4,1
37142bb26d,J5,2
37142bb26d,J6,1
37142bb26d,J7,1
37142bb26d,J8,1
37142bb26d,J9,2
acba435d88,J1,2
acba435d88,J2,2
acba435d88,J3,1
acba435d88,J4,1
acba435d88,J5,1
acba435d88,J6,3
acba435d88,J7,2
acba435d88,J8,2
acba435d88,J9,2
63c04bfeea,J1,1
63c04bfeea,J2,2
63c04bfeea,J3,1
63c04bfeea,J4,2
63c04bfeea,J5,0
63c04bfeea,J6,2
63c04bfeea,J7,2
63c04bfeea,J8,2
63c04bfeea,J9,2
dd447d32cf,J1,2
dd447d32cf,J2,2
dd447d32cf,J3,2
dd447d32cf,J4,1
dd447d32cf,J5,2
dd447d32cf,J6,0
dd447d32cf,J7,2
dd447d32cf,J8,2
dd447d32cf,J9,2
6cee56964e,J1,2
6cee56964e,J2,1
6cee56964e,J3,2
6cee56964e,J4,1
6cee56964e,J5,1
6cee56964e,J6,2
6cee56964e,J7,1
6cee56964e,J8,2
6cee56964e,J9,3
fc4cdc203f,J1,2
fc4cdc203f,J2,3
fc4cdc203f,J3,2
fc4cdc203f,J4,2
fc4cdc203f,J5,2
fc4cdc203f,J6,2
fc4cdc203f,J7,2
fc4cdc203f,J8,2
fc4cdc203f,J9,2
591ea9bdfa,J1,2
591ea9bdfa,J2,1
591ea9bdfa,J3,2
591ea9bdfa,J4,1
591ea9bdfa,J5,1
591ea9bdfa,J6,2
591ea9bdfa,J7,2
591ea9bdfa,J8,2
591ea9bdfa,J9,1
6c096e5277,J1,6.75
6c096e5277,J2,7.25
6c096e5277,J3,6.75
6c096e5277,J4,6.5
6c096e5277,J5,6.0
6c096e5277,J6,6.5
6c096e5277,J7,6.5
6c096e5277,J8,7.0
6c096e5277,J9,6.25
e81a999e9f,J1,7.25
e81a999e9f,J2,7.25
e81a999e9f,J3,7.0
e81a999e9f,J4,6.25
e81a999e9f,J5,6.0
e81a999e9f,J6,6.25
e81a999e9f,J7,6.5
e81a999e9f,J8,7.25
e81a999e9f,J9,6.75
dd4b95b0cd,J1,7.5
dd4b95b0cd,J2,7.5
dd4b95b0cd,J3,7.25
dd4b95b0cd,J4,6.75
dd4b95b0cd,J5,6.0
dd4b95b0cd,J6,6.5
dd4b95b0cd,J7,7.25
dd4b95b0cd,J8,7.5
dd4b95b0cd,J9,6.5
6eb7d72be1,J1,-1
6eb7d72be1,J2,-2
6eb7d72be1,J3,-2
6eb7d72be1,J4,-1
6eb7d72be1,J5,-1
6eb7d72be1,J6,2
6eb7d72be1,J7,-2
6eb7d72be1,J8,-1
6eb7d72be1,J9,0
9ad59c87ad,J1,-3
9ad59c87ad,J2,-3
9ad59c87ad,J3,-3
9ad59c87ad,J4,-3
9ad59c87ad,J5,-3
9ad59c87ad,J6,-1
9ad59c87ad,J7,-3
9ad59c87ad,J8,-2
9ad59c87ad,J9,-3
de7f7015d6,J1,1
de7f7015d6,J2,2
de7f7015d6,J3,2
de7f7015d6,J4,2
de7f7015d6,J5,1
de7f7015d6,J6,2
de7f7015d6,J7,2
de7f7015d6,J8,1
de7f7015d6,J9,2
c986ce1284,J1,1
c986ce1284,J2,1
c986ce1284,J3,1
c986ce1284,J4,2
c986ce1284,J5,1
c986ce1284,J6,2
c986ce1284,J7,1
c986ce1284,J8,1
c986ce1284,J9,1
4b2744b8cd,J1,1
4b2744b8cd,J2,1
4b2744b8cd,J3,1
4b2744b8cd,J4,2
4b2744b8cd,J5,2
4b2744b8cd,J6,1
4b2744b8cd,J7,1
4b2744b8cd,J8,1
4b2744b8cd,J9,2
ebee47b4bb,J1,2
ebee47b4bb,J2,4
ebee47b4bb,J3,3
ebee47b4bb,J4,3
ebee47b4bb,J5,3
ebee47b4bb,J6,3
ebee47b4bb,J7,1
ebee47b4bb,J8,2
ebee47b4bb,J9,2
25e8b6d7e3,J1,0
25e8b6d7e3,J2,2
25e8b6d7e3,J3,1
